document_id,source_row_index,encoding_artefacts,has_encoding_artefacts,male_pronoun_count,female_pronoun_count,pronoun_mismatch,text_length
GAN14562,14562,,False,0,12,False,2543
GAN10266,10266,replacement_char,True,0,0,False,2648
GAN9801,9801,replacement_char,True,0,0,False,1816
GAN3888,3888,replacement_char,True,0,0,False,1882
GAN12192,12192,replacement_char,True,0,12,False,2714
GAN14385,14385,replacement_char,True,19,0,False,2772
GAN9483,9483,replacement_char,True,17,0,False,3420
GAN13584,13584,,False,8,0,False,2630
GAN8564,8564,replacement_char,True,6,0,False,2080
GAN2883,2883,replacement_char,True,32,0,False,3969
GAN17131,17131,replacement_char,True,9,0,False,2575
GAN7483,7483,,False,27,0,False,3084
GAN9301,9301,replacement_char,True,0,0,False,2964
GAN1636,1636,replacement_char,True,0,0,False,2973
GAN3329,3329,replacement_char,True,0,13,False,3624
GAN15620,15620,replacement_char,True,15,0,False,2833
GAN3827,3827,replacement_char,True,0,5,False,2672
GAN1249,1249,replacement_char,True,0,9,False,3517
GAN15614,15614,replacement_char,True,0,10,False,3558
GAN6303,6303,replacement_char,True,12,0,False,3340
GAN5551,5551,replacement_char,True,0,0,False,3698
GAN4229,4229,replacement_char,True,0,0,False,4794
GAN9547,9547,replacement_char,True,0,0,False,2596
GAN17167,17167,replacement_char,True,0,11,False,3117
GAN2456,2456,replacement_char,True,0,0,False,1646
GAN8979,8979,replacement_char,True,0,0,False,3855
GAN16789,16789,,False,4,0,False,3582
GAN13611,13611,replacement_char,True,1,0,False,3316
GAN16097,16097,replacement_char,True,0,6,False,2814
GAN2749,2749,replacement_char,True,5,0,False,3264
GAN11035,11035,replacement_char,True,7,0,False,3152
GAN8928,8928,,False,0,0,False,1934
GAN3747,3747,utf8_double_A; utf8_nbsp; replacement_char,True,0,6,False,4327
GAN725,725,replacement_char,True,17,0,False,3928
GAN15639,15639,replacement_char,True,0,0,False,3579
GAN4197,4197,replacement_char,True,0,0,False,3022
GAN3407,3407,replacement_char,True,5,0,False,2823
GAN2740,2740,replacement_char,True,19,0,False,2816
GAN5837,5837,replacement_char,True,7,0,False,2919
GAN5040,5040,,False,16,0,False,1855
GAN17146,17146,replacement_char,True,0,5,False,4111
GAN12366,12366,replacement_char,True,12,0,False,2413
GAN5964,5964,replacement_char,True,0,18,False,3478
GAN2684,2684,replacement_char,True,0,10,False,2974
GAN176,176,replacement_char,True,0,12,False,2479
GAN8419,8419,replacement_char,True,0,0,False,4350
GAN6028,6028,replacement_char,True,15,0,False,2719
GAN16281,16281,replacement_char,True,0,3,False,3121
GAN735,735,replacement_char,True,10,0,False,2720
GAN61,61,replacement_char,True,0,0,False,3028
GAN7393,7393,,False,20,0,False,2867
GAN10629,10629,replacement_char,True,0,0,False,2858
GAN8957,8957,replacement_char,True,1,0,False,2024
GAN8355,8355,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,13,0,False,3189
GAN827,827,replacement_char,True,0,0,False,2626
GAN17133,17133,replacement_char,True,18,0,False,3121
GAN15544,15544,,False,19,0,False,2526
GAN16961,16961,replacement_char,True,0,10,False,2758
GAN1794,1794,replacement_char,True,0,19,False,2680
GAN16555,16555,replacement_char,True,7,0,False,2914
GAN9365,9365,,False,6,0,False,2876
GAN12551,12551,,False,16,0,False,3092
GAN14953,14953,replacement_char,True,0,19,False,2482
GAN1914,1914,replacement_char,True,0,13,False,2373
GAN13416,13416,utf8_double_A; utf8_double_e; utf8_nbsp; replacement_char,True,2,0,False,1463
GAN3291,3291,replacement_char,True,0,0,False,2839
GAN4903,4903,utf8_double_A; utf8_fffd; utf8_double_e; replacement_char,True,17,0,False,3530
GAN5430,5430,replacement_char,True,11,0,False,3205
GAN5829,5829,replacement_char,True,0,1,False,3645
GAN15518,15518,replacement_char,True,13,0,False,3234
GAN5534,5534,replacement_char,True,0,8,False,1873
GAN11259,11259,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,4,False,2787
GAN5305,5305,,False,13,0,False,2276
GAN5385,5385,replacement_char,True,0,10,False,3054
GAN16161,16161,replacement_char,True,0,16,False,2381
GAN11334,11334,replacement_char,True,13,0,False,2056
GAN10807,10807,replacement_char,True,0,0,False,3009
GAN7958,7958,replacement_char,True,8,0,False,2129
GAN9942,9942,,False,0,0,False,2331
GAN7506,7506,replacement_char,True,0,0,False,1703
GAN12827,12827,replacement_char,True,6,0,False,3022
GAN3452,3452,replacement_char,True,13,0,False,2536
GAN13908,13908,replacement_char,True,0,12,False,2694
GAN5210,5210,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,13,0,False,2386
GAN3082,3082,,False,0,11,False,2313
GAN16807,16807,,False,3,0,False,2058
GAN8736,8736,replacement_char,True,0,9,False,2414
GAN3371,3371,replacement_char,True,0,0,False,2392
GAN9238,9238,replacement_char,True,0,0,False,1821
GAN3534,3534,replacement_char,True,0,14,False,2206
GAN12169,12169,replacement_char,True,0,8,False,4939
GAN278,278,replacement_char,True,0,0,False,2609
GAN4992,4992,,False,0,0,False,1597
GAN15982,15982,replacement_char,True,21,0,False,2406
GAN12749,12749,replacement_char,True,0,17,False,3923
GAN8180,8180,,False,23,0,False,2501
GAN12046,12046,replacement_char,True,0,0,False,2890
GAN15628,15628,replacement_char,True,11,0,False,3439
GAN12281,12281,replacement_char,True,0,9,False,3211
GAN8162,8162,replacement_char,True,0,10,False,2651
GAN1868,1868,replacement_char,True,9,0,False,3008
GAN15900,15900,,False,0,18,False,2866
GAN10052,10052,,False,0,0,False,2644
GAN10408,10408,replacement_char,True,0,0,False,2875
GAN3766,3766,replacement_char,True,0,0,False,2107
GAN5110,5110,replacement_char,True,22,0,False,2366
GAN2220,2220,replacement_char,True,10,0,False,2452
GAN8724,8724,replacement_char,True,0,15,False,2178
GAN12643,12643,replacement_char,True,17,0,False,4559
GAN15513,15513,replacement_char,True,27,0,False,3522
GAN1223,1223,replacement_char,True,21,0,False,2685
GAN9065,9065,replacement_char,True,10,0,False,3209
GAN1854,1854,,False,0,11,False,2700
GAN766,766,replacement_char,True,0,0,False,1727
GAN3889,3889,replacement_char,True,0,0,False,4096
GAN9704,9704,,False,7,0,False,2367
GAN11867,11867,replacement_char,True,0,0,False,1606
GAN4936,4936,replacement_char,True,0,12,False,3539
GAN3806,3806,replacement_char,True,0,0,False,3100
GAN6365,6365,replacement_char,True,0,17,False,3908
GAN2116,2116,replacement_char,True,0,0,False,2396
GAN7897,7897,replacement_char,True,3,0,False,2189
GAN7194,7194,replacement_char,True,0,10,False,2943
GAN2577,2577,replacement_char,True,0,0,False,2531
GAN9251,9251,,False,0,2,False,2021
GAN963,963,replacement_char,True,19,0,False,2581
GAN5476,5476,replacement_char,True,0,0,False,2300
GAN15730,15730,replacement_char,True,18,0,False,2416
GAN14354,14354,,False,10,0,False,1317
GAN3643,3643,replacement_char,True,23,0,False,4111
GAN11131,11131,replacement_char,True,0,8,False,2017
GAN12280,12280,,False,0,20,False,3279
GAN7198,7198,replacement_char,True,0,12,False,3602
GAN7882,7882,replacement_char,True,0,11,False,1971
GAN6131,6131,replacement_char,True,0,9,False,3137
GAN12356,12356,replacement_char,True,6,0,False,2068
GAN7816,7816,,False,0,0,False,2024
GAN10553,10553,replacement_char,True,18,0,False,3300
GAN3118,3118,replacement_char,True,0,0,False,1882
GAN17200,17200,,False,0,19,False,2690
GAN841,841,replacement_char,True,0,3,False,2235
GAN4027,4027,replacement_char,True,0,5,False,2450
GAN13011,13011,replacement_char,True,0,6,False,2021
GAN12679,12679,replacement_char,True,11,0,False,4701
GAN16883,16883,replacement_char,True,16,0,False,4431
GAN1980,1980,,False,22,0,False,2902
GAN1363,1363,replacement_char,True,16,0,False,3373
GAN4591,4591,replacement_char,True,12,0,False,2317
GAN7581,7581,replacement_char,True,0,11,False,2712
GAN1326,1326,replacement_char,True,0,0,False,1899
GAN1005,1005,,False,12,0,False,2819
GAN14748,14748,replacement_char,True,9,0,False,3098
GAN2354,2354,replacement_char,True,0,18,False,3135
GAN11389,11389,,False,0,5,False,2660
GAN690,690,,False,13,0,False,2422
GAN467,467,replacement_char,True,0,0,False,2442
GAN15021,15021,,False,6,0,False,1974
GAN10933,10933,replacement_char,True,10,0,False,3164
GAN8135,8135,replacement_char,True,0,7,False,2852
GAN6192,6192,,False,0,6,False,1491
GAN16107,16107,replacement_char,True,0,7,False,3096
GAN9189,9189,,False,0,2,False,1932
GAN14025,14025,replacement_char,True,4,0,False,2889
GAN3512,3512,replacement_char,True,0,9,False,2810
GAN14943,14943,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,7,False,3430
GAN6607,6607,replacement_char,True,1,0,False,3752
GAN11585,11585,,False,0,0,False,1368
GAN11918,11918,replacement_char,True,12,0,False,2825
GAN3224,3224,replacement_char,True,0,12,False,2406
GAN8342,8342,,False,16,0,False,2301
GAN2765,2765,replacement_char,True,4,0,False,3224
GAN8852,8852,replacement_char,True,15,0,False,1913
GAN5221,5221,replacement_char,True,0,8,False,1508
GAN17126,17126,,False,10,0,False,2402
GAN10159,10159,replacement_char,True,0,1,False,4958
GAN7280,7280,,False,25,0,False,2982
GAN8581,8581,replacement_char,True,0,0,False,2607
GAN4092,4092,,False,10,0,False,3020
GAN3849,3849,replacement_char,True,0,0,False,4248
GAN11408,11408,replacement_char,True,1,0,False,1197
GAN5507,5507,replacement_char,True,5,0,False,2223
GAN11787,11787,replacement_char,True,0,0,False,1974
GAN13037,13037,replacement_char,True,7,0,False,2737
GAN13267,13267,replacement_char,True,0,10,False,3047
GAN3297,3297,replacement_char,True,4,0,False,2092
GAN11681,11681,,False,0,0,False,1718
GAN11841,11841,replacement_char,True,0,0,False,1845
GAN8222,8222,replacement_char,True,0,18,False,1934
GAN17216,17216,replacement_char,True,3,0,False,2279
GAN14645,14645,,False,13,0,False,3332
GAN2759,2759,replacement_char,True,0,0,False,3301
GAN16718,16718,replacement_char,True,10,0,False,2781
GAN5682,5682,replacement_char,True,0,0,False,2664
GAN16529,16529,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,19,False,5359
GAN17229,17229,replacement_char,True,8,0,False,4618
GAN1094,1094,,False,0,10,False,1858
GAN212,212,replacement_char,True,0,0,False,2729
GAN10612,10612,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,13,0,False,2693
GAN3528,3528,replacement_char,True,14,0,False,2698
GAN1018,1018,replacement_char,True,0,0,False,2978
GAN5908,5908,replacement_char,True,8,0,False,3171
GAN8568,8568,replacement_char,True,0,0,False,1621
GAN12412,12412,replacement_char,True,14,0,False,2879
GAN13069,13069,replacement_char,True,14,0,False,4670
GAN11076,11076,,False,0,0,False,2107
GAN8942,8942,,False,0,0,False,1545
GAN1463,1463,replacement_char,True,18,0,False,3068
GAN9979,9979,replacement_char,True,0,10,False,4027
GAN7783,7783,replacement_char,True,22,0,False,3076
GAN2597,2597,,False,4,0,False,2582
GAN11499,11499,,False,0,0,False,1490
GAN5708,5708,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,3129
GAN1889,1889,replacement_char,True,0,7,False,3124
GAN2374,2374,replacement_char,True,0,0,False,3227
GAN10862,10862,replacement_char,True,0,6,False,1916
GAN1060,1060,replacement_char,True,13,0,False,2478
GAN1046,1046,replacement_char,True,0,0,False,2409
GAN1656,1656,replacement_char,True,0,4,False,2051
GAN934,934,replacement_char,True,0,7,False,2113
GAN11562,11562,replacement_char,True,0,0,False,1882
GAN4602,4602,utf8_double_A; utf8_nbsp; replacement_char,True,0,0,False,3353
GAN14214,14214,,False,0,13,False,2242
GAN11734,11734,,False,0,1,False,1211
GAN11380,11380,,False,0,7,False,2175
GAN12362,12362,,False,6,0,False,2873
GAN4615,4615,replacement_char,True,9,0,False,3129
GAN3753,3753,replacement_char,True,18,0,False,3682
GAN9279,9279,replacement_char,True,5,0,False,3333
GAN15141,15141,replacement_char,True,0,0,False,2626
GAN16633,16633,replacement_char,True,9,0,False,3188
GAN4771,4771,replacement_char,True,0,9,False,2879
GAN7431,7431,replacement_char,True,0,4,False,2238
GAN243,243,replacement_char,True,17,0,False,2533
GAN5954,5954,replacement_char,True,19,0,False,3172
GAN79,79,replacement_char,True,6,0,False,4208
GAN15385,15385,replacement_char,True,0,11,False,2938
GAN8474,8474,replacement_char,True,0,11,False,2280
GAN10074,10074,replacement_char,True,0,10,False,1985
GAN12573,12573,,False,24,0,False,3133
GAN13043,13043,replacement_char,True,21,0,False,3869
GAN1705,1705,replacement_char,True,15,0,False,3559
GAN149,149,replacement_char,True,0,11,False,4702
GAN13123,13123,,False,0,14,False,2599
GAN1182,1182,replacement_char,True,0,3,False,2273
GAN14306,14306,replacement_char,True,0,8,False,1720
GAN16368,16368,replacement_char,True,10,0,False,2871
GAN12392,12392,replacement_char,True,8,0,False,2467
GAN13922,13922,replacement_char,True,0,21,False,2274
GAN10542,10542,replacement_char,True,0,10,False,2157
GAN1629,1629,replacement_char,True,0,0,False,3839
GAN4892,4892,,False,0,14,False,2038
GAN14145,14145,utf8_double_A; utf8_fffd; utf8_nbsp; replacement_char,True,15,0,False,3730
GAN1185,1185,replacement_char,True,6,0,False,4422
GAN15593,15593,replacement_char,True,0,19,False,3806
GAN4624,4624,replacement_char,True,0,0,False,2963
GAN4709,4709,replacement_char,True,0,0,False,3804
GAN6624,6624,replacement_char,True,0,8,False,1859
GAN9888,9888,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,3013
GAN2245,2245,replacement_char,True,4,0,False,3161
GAN12562,12562,replacement_char,True,8,0,False,2125
GAN16271,16271,replacement_char,True,12,0,False,2238
GAN10538,10538,utf8_fffd; utf8_double_e; replacement_char,True,0,0,False,3958
GAN3507,3507,replacement_char,True,0,0,False,2041
GAN16991,16991,replacement_char,True,11,0,False,2026
GAN2475,2475,,False,10,0,False,2489
GAN16132,16132,,False,10,0,False,2572
GAN16865,16865,,False,9,0,False,3252
GAN6077,6077,utf8_double_A; utf8_fffd; replacement_char,True,0,0,False,2869
GAN13765,13765,replacement_char,True,6,0,False,3190
GAN2242,2242,replacement_char,True,13,0,False,1939
GAN14792,14792,replacement_char,True,12,0,False,2020
GAN17279,17279,replacement_char,True,0,12,False,4235
GAN6408,6408,replacement_char,True,8,0,False,1785
GAN3864,3864,replacement_char,True,0,0,False,2515
GAN12127,12127,replacement_char,True,0,0,False,3659
GAN6592,6592,,False,0,9,False,2490
GAN16108,16108,replacement_char,True,0,12,False,2934
GAN2282,2282,replacement_char,True,0,17,False,2773
GAN11431,11431,,False,0,8,False,1137
GAN16574,16574,replacement_char,True,15,0,False,2748
GAN3325,3325,replacement_char,True,11,0,False,3271
GAN3327,3327,,False,0,0,False,2397
GAN12139,12139,replacement_char,True,0,0,False,3851
GAN5200,5200,,False,15,0,False,2872
GAN8820,8820,replacement_char,True,0,9,False,2039
GAN1380,1380,utf8_double_e; replacement_char,True,13,0,False,3540
GAN8476,8476,replacement_char,True,0,0,False,1674
GAN13635,13635,replacement_char,True,7,0,False,3140
GAN10047,10047,replacement_char,True,1,0,False,2728
GAN10206,10206,replacement_char,True,0,0,False,2367
GAN2622,2622,replacement_char,True,0,9,False,2876
GAN15771,15771,replacement_char,True,12,0,False,3429
GAN16962,16962,,False,0,11,False,2319
GAN1812,1812,replacement_char,True,0,0,False,3364
GAN16632,16632,replacement_char,True,4,0,False,2083
GAN13732,13732,replacement_char,True,7,0,False,3112
GAN14250,14250,,False,16,0,False,2176
GAN12502,12502,replacement_char,True,0,23,False,2823
GAN14390,14390,,False,21,0,False,2236
GAN8346,8346,replacement_char,True,2,0,False,2112
GAN6929,6929,replacement_char,True,10,0,False,3267
GAN17273,17273,,False,0,25,False,3267
GAN14611,14611,replacement_char,True,10,0,False,2857
GAN3892,3892,replacement_char,True,0,2,False,1894
GAN12506,12506,replacement_char,True,0,14,False,3559
GAN13209,13209,replacement_char,True,25,0,False,3688
GAN2812,2812,replacement_char,True,11,0,False,2579
GAN7615,7615,replacement_char,True,0,9,False,3491
GAN10063,10063,replacement_char,True,13,0,False,2093
GAN7126,7126,replacement_char,True,0,6,False,2201
GAN136,136,replacement_char,True,9,0,False,3045
GAN16590,16590,replacement_char,True,22,0,False,3636
GAN13190,13190,,False,14,0,False,1893
GAN1190,1190,replacement_char,True,14,0,False,2538
GAN492,492,replacement_char,True,16,0,False,3196
GAN1290,1290,replacement_char,True,19,0,False,2408
GAN5331,5331,replacement_char,True,0,0,False,2029
GAN7884,7884,,False,0,9,False,1488
GAN6319,6319,replacement_char,True,0,0,False,3310
GAN4340,4340,replacement_char,True,17,0,False,2857
GAN12330,12330,replacement_char,True,14,0,False,2724
GAN15203,15203,replacement_char,True,20,0,False,3017
GAN11221,11221,replacement_char,True,14,0,False,2358
GAN156,156,replacement_char,True,0,0,False,1711
GAN14877,14877,,False,10,0,False,2230
GAN12751,12751,,False,0,19,False,3357
GAN1883,1883,replacement_char,True,16,0,False,3191
GAN3054,3054,,False,0,11,False,1786
GAN9215,9215,replacement_char,True,13,0,False,3535
GAN959,959,replacement_char,True,0,15,False,3542
GAN174,174,replacement_char,True,0,16,False,2861
GAN14567,14567,replacement_char,True,0,9,False,2492
GAN15737,15737,replacement_char,True,9,0,False,2701
GAN1880,1880,replacement_char,True,18,0,False,3113
GAN10942,10942,replacement_char,True,9,0,False,2645
GAN11750,11750,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,3,0,False,1804
GAN9109,9109,replacement_char,True,0,12,False,2839
GAN8932,8932,,False,0,8,False,1597
GAN16753,16753,replacement_char,True,1,9,True,3510
GAN5092,5092,,False,0,0,False,1791
GAN5406,5406,replacement_char,True,0,0,False,2104
GAN8858,8858,,False,0,0,False,2877
GAN1422,1422,,False,0,0,False,2488
GAN2262,2262,replacement_char,True,0,6,False,2061
GAN4217,4217,replacement_char,True,5,0,False,2796
GAN2596,2596,replacement_char,True,0,0,False,2820
GAN7491,7491,replacement_char,True,0,4,False,1909
GAN6532,6532,replacement_char,True,0,0,False,3077
GAN14545,14545,replacement_char,True,0,12,False,3526
GAN3682,3682,replacement_char,True,6,0,False,1963
GAN1573,1573,,False,16,0,False,3374
GAN7167,7167,replacement_char,True,12,0,False,3013
GAN16977,16977,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,9,0,False,3497
GAN6909,6909,replacement_char,True,0,0,False,3582
GAN16593,16593,replacement_char,True,24,0,False,3522
GAN17110,17110,,False,16,0,False,2792
GAN14092,14092,replacement_char,True,0,19,False,2702
GAN13627,13627,replacement_char,True,8,0,False,3105
GAN2513,2513,,False,13,0,False,3024
GAN13051,13051,replacement_char,True,11,0,False,2756
GAN11109,11109,replacement_char,True,0,0,False,3527
GAN17189,17189,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,9,0,False,3455
GAN10996,10996,replacement_char,True,3,0,False,2120
GAN5527,5527,replacement_char,True,0,0,False,2349
GAN5351,5351,replacement_char,True,0,1,False,1081
GAN3340,3340,replacement_char,True,16,0,False,4163
GAN13843,13843,replacement_char,True,15,0,False,2850
GAN13473,13473,,False,24,0,False,3726
GAN4073,4073,replacement_char,True,31,0,False,3850
GAN13210,13210,replacement_char,True,19,0,False,3069
GAN3246,3246,replacement_char,True,0,0,False,2120
GAN1898,1898,replacement_char,True,0,0,False,2886
GAN13600,13600,replacement_char,True,23,0,False,3092
GAN13513,13513,replacement_char,True,0,21,False,2950
GAN4842,4842,,False,0,12,False,1972
GAN698,698,replacement_char,True,0,0,False,2940
GAN14031,14031,replacement_char,True,2,0,False,2919
GAN2425,2425,replacement_char,True,0,13,False,3103
GAN7863,7863,replacement_char,True,23,0,False,3215
GAN1153,1153,replacement_char,True,19,0,False,4582
GAN5504,5504,,False,7,0,False,1871
GAN11492,11492,replacement_char,True,0,0,False,990
GAN9449,9449,replacement_char,True,9,0,False,2965
GAN14540,14540,,False,19,0,False,2843
GAN3242,3242,replacement_char,True,11,0,False,2549
GAN13077,13077,replacement_char,True,5,0,False,2580
GAN15766,15766,utf8_fffd; utf8_double_e; replacement_char,True,7,0,False,2362
GAN1911,1911,replacement_char,True,0,0,False,2264
GAN10330,10330,,False,13,0,False,2278
GAN3940,3940,replacement_char,True,25,0,False,3045
GAN8265,8265,replacement_char,True,0,17,False,2533
GAN13595,13595,replacement_char,True,9,0,False,3043
GAN8113,8113,replacement_char,True,14,0,False,2577
GAN16450,16450,replacement_char,True,20,0,False,2652
GAN4496,4496,replacement_char,True,0,1,False,2469
GAN9287,9287,replacement_char,True,0,0,False,2477
GAN2337,2337,replacement_char,True,2,0,False,2772
GAN2114,2114,replacement_char,True,0,18,False,2571
GAN10728,10728,replacement_char,True,0,0,False,2726
GAN15404,15404,,False,0,16,False,2522
GAN7195,7195,replacement_char,True,8,0,False,3459
GAN8835,8835,replacement_char,True,6,0,False,2713
GAN17297,17297,replacement_char,True,0,13,False,3155
GAN7328,7328,replacement_char,True,8,0,False,2350
GAN3262,3262,replacement_char,True,10,0,False,2854
GAN10445,10445,replacement_char,True,0,10,False,3839
GAN7318,7318,replacement_char,True,4,0,False,3517
GAN16825,16825,,False,8,0,False,2813
GAN7719,7719,replacement_char,True,0,0,False,4165
GAN13901,13901,replacement_char,True,0,5,False,1921
GAN7389,7389,,False,3,0,False,1899
GAN4839,4839,replacement_char,True,0,0,False,3631
GAN5961,5961,replacement_char,True,0,6,False,2442
GAN12079,12079,replacement_char,True,0,0,False,4072
GAN11207,11207,,False,0,0,False,2170
GAN13167,13167,replacement_char,True,10,0,False,2342
GAN12403,12403,replacement_char,True,31,0,False,3923
GAN12314,12314,replacement_char,True,16,0,False,2777
GAN610,610,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,22,0,False,2436
GAN10031,10031,replacement_char,True,0,0,False,2287
GAN15429,15429,replacement_char,True,0,8,False,3416
GAN14002,14002,replacement_char,True,18,0,False,2281
GAN15642,15642,replacement_char,True,0,13,False,2310
GAN16203,16203,replacement_char,True,21,0,False,3117
GAN9462,9462,replacement_char,True,0,10,False,2724
GAN503,503,replacement_char,True,25,0,False,2774
GAN7935,7935,replacement_char,True,13,0,False,2459
GAN10517,10517,replacement_char,True,0,7,False,2953
GAN14499,14499,replacement_char,True,0,9,False,3490
GAN8398,8398,replacement_char,True,9,0,False,2485
GAN11523,11523,replacement_char,True,2,0,False,1612
GAN8432,8432,replacement_char,True,0,4,False,1424
GAN15986,15986,replacement_char,True,0,3,False,2776
GAN7961,7961,replacement_char,True,0,6,False,2174
GAN12665,12665,,False,22,0,False,3784
GAN2781,2781,replacement_char,True,0,0,False,2272
GAN7420,7420,,False,16,0,False,2384
GAN6153,6153,replacement_char,True,0,19,False,4489
GAN5684,5684,replacement_char,True,0,5,False,2932
GAN15407,15407,replacement_char,True,0,9,False,3776
GAN3353,3353,replacement_char,True,23,0,False,3337
GAN51,51,replacement_char,True,0,0,False,2463
GAN7670,7670,replacement_char,True,13,0,False,2420
GAN13174,13174,,False,9,0,False,1998
GAN7894,7894,replacement_char,True,0,10,False,1986
GAN2489,2489,replacement_char,True,5,0,False,3601
GAN12919,12919,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,4668
GAN1633,1633,replacement_char,True,12,0,False,2610
GAN8203,8203,,False,14,0,False,3606
GAN4011,4011,,False,0,0,False,1675
GAN14029,14029,,False,6,0,False,3986
GAN14076,14076,replacement_char,True,0,11,False,2496
GAN11399,11399,replacement_char,True,0,13,False,3532
GAN6073,6073,replacement_char,True,35,0,False,4813
GAN11411,11411,replacement_char,True,0,0,False,982
GAN8799,8799,replacement_char,True,0,0,False,3016
GAN15785,15785,replacement_char,True,15,1,True,3964
GAN4243,4243,replacement_char,True,20,0,False,3240
GAN6273,6273,,False,19,0,False,3744
GAN17258,17258,replacement_char,True,0,7,False,2655
GAN8924,8924,replacement_char,True,0,11,False,1965
GAN6387,6387,replacement_char,True,4,0,False,2461
GAN8400,8400,replacement_char,True,14,0,False,2382
GAN8723,8723,,False,19,0,False,2263
GAN15396,15396,replacement_char,True,0,8,False,2430
GAN4113,4113,replacement_char,True,13,0,False,2851
GAN16394,16394,replacement_char,True,0,0,False,2667
GAN6763,6763,replacement_char,True,19,0,False,3268
GAN3791,3791,replacement_char,True,0,0,False,1528
GAN9294,9294,replacement_char,True,0,12,False,2762
GAN6034,6034,,False,0,9,False,1808
GAN16432,16432,replacement_char,True,13,0,False,3467
GAN10189,10189,replacement_char,True,0,0,False,4227
GAN1030,1030,replacement_char,True,8,0,False,3314
GAN493,493,replacement_char,True,25,0,False,3040
GAN3436,3436,replacement_char,True,0,0,False,2489
GAN12494,12494,,False,0,23,False,3260
GAN4076,4076,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,0,0,False,2826
GAN14858,14858,replacement_char,True,0,15,False,2023
GAN17292,17292,,False,0,14,False,2475
GAN4926,4926,replacement_char,True,0,0,False,1505
GAN12090,12090,,False,11,0,False,2535
GAN4597,4597,replacement_char,True,0,0,False,2576
GAN11282,11282,,False,0,3,False,779
GAN2007,2007,replacement_char,True,0,0,False,2208
GAN12667,12667,replacement_char,True,10,0,False,2316
GAN6967,6967,replacement_char,True,2,0,False,3207
GAN2725,2725,replacement_char,True,13,0,False,2936
GAN2795,2795,replacement_char,True,16,0,False,4468
GAN4478,4478,replacement_char,True,7,0,False,3842
GAN3706,3706,replacement_char,True,0,14,False,2200
GAN16310,16310,replacement_char,True,17,0,False,2716
GAN15768,15768,replacement_char,True,15,0,False,2764
GAN11285,11285,replacement_char,True,13,0,False,3108
GAN15127,15127,replacement_char,True,0,0,False,2256
GAN7192,7192,replacement_char,True,0,5,False,2607
GAN6699,6699,replacement_char,True,0,0,False,3088
GAN13336,13336,replacement_char,True,0,5,False,2309
GAN4269,4269,replacement_char,True,0,13,False,4038
GAN1429,1429,replacement_char,True,0,13,False,4342
GAN13823,13823,,False,19,0,False,3407
GAN5714,5714,replacement_char,True,1,12,True,2572
GAN2554,2554,replacement_char,True,0,0,False,2571
GAN10237,10237,replacement_char,True,0,0,False,2513
GAN180,180,replacement_char,True,0,0,False,1928
GAN2094,2094,replacement_char,True,0,6,False,2299
GAN750,750,replacement_char,True,19,0,False,3917
GAN4100,4100,replacement_char,True,13,0,False,3226
GAN4631,4631,,False,0,0,False,2218
GAN10245,10245,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,14,0,False,3747
GAN12778,12778,replacement_char,True,11,0,False,2450
GAN12258,12258,replacement_char,True,0,12,False,2738
GAN16674,16674,,False,0,5,False,2195
GAN16774,16774,replacement_char,True,5,0,False,2720
GAN9259,9259,replacement_char,True,0,0,False,2886
GAN3934,3934,,False,0,13,False,2363
GAN14590,14590,replacement_char,True,13,0,False,3228
GAN15327,15327,replacement_char,True,11,0,False,2942
GAN1017,1017,replacement_char,True,4,0,False,1856
GAN190,190,replacement_char,True,16,0,False,2652
GAN4574,4574,replacement_char,True,0,0,False,2494
GAN13450,13450,utf8_double_A; utf8_fffd; utf8_double_e; utf8_nbsp; replacement_char,True,23,0,False,2473
GAN10398,10398,replacement_char,True,0,0,False,2778
GAN12051,12051,replacement_char,True,0,0,False,2118
GAN5974,5974,replacement_char,True,0,1,False,2402
GAN8244,8244,,False,11,0,False,2036
GAN2369,2369,replacement_char,True,0,0,False,2846
GAN6065,6065,replacement_char,True,7,0,False,3882
GAN7168,7168,replacement_char,True,0,0,False,3272
GAN8805,8805,replacement_char,True,12,0,False,2565
GAN17207,17207,replacement_char,True,1,0,False,3588
